Crop_Recommended,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status,Crop_Recommended_enc,Soil_Health_Class_enc,Nutrient_Deficiencies_enc,Soil_Fertility_Status_enc
Jute,86.31,Excellent,None,Fertile,2,0,4,0
Cotton,86.84,Excellent,None,Fertile,0,0,4,0
Groundnut,61.5,Good,Phosphorus,Moderately Fertile,1,1,5,2
Jute,76.01,Good,Phosphorus,Moderately Fertile,2,1,5,2
Jute,77.24,Good,None,Fertile,2,1,4,0
Tomato,85.03,Excellent,None,Fertile,8,0,4,0
Jute,67.77,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Wheat,90.05,Excellent,None,Fertile,9,0,4,0
Rice,79.52,Good,Phosphorus,Moderately Fertile,5,1,5,2
Cotton,82.16,Excellent,Potassium,Moderately Fertile,0,0,7,2
Tomato,80.29,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Maize,66.71,Good,"Nitrogen, Potassium",Infertile,3,1,3,1
Jute,75.49,Good,None,Fertile,2,1,4,0
Jute,73.47,Good,None,Fertile,2,1,4,0
Potato,69.21,Good,Potassium,Moderately Fertile,4,1,7,2
Soybean,84.26,Excellent,Potassium,Moderately Fertile,6,0,7,2
Wheat,64.78,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Sugarcane,91.15,Excellent,None,Fertile,7,0,4,0
Rice,75.26,Good,None,Fertile,5,1,4,0
Wheat,64.93,Good,Potassium,Moderately Fertile,9,1,7,2
Cotton,76.75,Good,"Nitrogen, Phosphorus",Infertile,0,1,1,1
Sugarcane,68.5,Good,Potassium,Moderately Fertile,7,1,7,2
Sugarcane,97.97,Excellent,None,Fertile,7,0,4,0
Sugarcane,81.57,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Soybean,78.77,Good,Phosphorus,Moderately Fertile,6,1,5,2
Maize,80.62,Excellent,Potassium,Moderately Fertile,3,0,7,2
Rice,84.23,Excellent,None,Fertile,5,0,4,0
Cotton,60.66,Good,"Nitrogen, Phosphorus",Infertile,0,1,1,1
Jute,64.76,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Cotton,75.93,Good,Potassium,Moderately Fertile,0,1,7,2
Soybean,82.33,Excellent,None,Fertile,6,0,4,0
Tomato,84.78,Excellent,Potassium,Moderately Fertile,8,0,7,2
Sugarcane,71.79,Good,Potassium,Moderately Fertile,7,1,7,2
Maize,89.17,Excellent,None,Fertile,3,0,4,0
Soybean,86.52,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Rice,85.26,Excellent,Potassium,Moderately Fertile,5,0,7,2
Tomato,63.02,Good,"Nitrogen, Phosphorus",Infertile,8,1,1,1
Wheat,79.99,Good,None,Fertile,9,1,4,0
Rice,80.6,Excellent,Potassium,Moderately Fertile,5,0,7,2
Wheat,88.43,Excellent,None,Fertile,9,0,4,0
Groundnut,83.14,Excellent,None,Fertile,1,0,4,0
Jute,80.39,Excellent,None,Fertile,2,0,4,0
Cotton,80.86,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Sugarcane,82.6,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Sugarcane,72.48,Good,Potassium,Moderately Fertile,7,1,7,2
Tomato,62.87,Good,Nitrogen,Moderately Fertile,8,1,0,2
Wheat,69.93,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Groundnut,60.94,Good,Nitrogen,Moderately Fertile,1,1,0,2
Rice,79.23,Good,Potassium,Moderately Fertile,5,1,7,2
Soybean,86.84,Excellent,Potassium,Moderately Fertile,6,0,7,2
Maize,68.57,Good,Phosphorus,Moderately Fertile,3,1,5,2
Tomato,75.79,Good,Potassium,Moderately Fertile,8,1,7,2
Tomato,88.1,Excellent,None,Fertile,8,0,4,0
Rice,83.73,Excellent,None,Fertile,5,0,4,0
Sugarcane,81.64,Excellent,Potassium,Moderately Fertile,7,0,7,2
Wheat,89.52,Excellent,None,Fertile,9,0,4,0
Tomato,70.1,Good,Nitrogen,Moderately Fertile,8,1,0,2
Groundnut,74.71,Good,None,Fertile,1,1,4,0
Groundnut,82.19,Excellent,Phosphorus,Moderately Fertile,1,0,5,2
Jute,70.27,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Groundnut,73.39,Good,None,Fertile,1,1,4,0
Tomato,89.16,Excellent,None,Fertile,8,0,4,0
Jute,78.96,Good,None,Fertile,2,1,4,0
Wheat,64.21,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Jute,87.25,Excellent,None,Fertile,2,0,4,0
Jute,71.63,Good,Phosphorus,Moderately Fertile,2,1,5,2
Jute,82.04,Excellent,None,Fertile,2,0,4,0
Maize,68.92,Good,Phosphorus,Moderately Fertile,3,1,5,2
Wheat,91.92,Excellent,None,Fertile,9,0,4,0
Rice,70.85,Good,Phosphorus,Moderately Fertile,5,1,5,2
Sugarcane,56.45,Moderate,"Nitrogen, Potassium",Infertile,7,2,3,1
Tomato,83.71,Excellent,None,Fertile,8,0,4,0
Sugarcane,85.76,Excellent,None,Fertile,7,0,4,0
Rice,82.84,Excellent,None,Fertile,5,0,4,0
Sugarcane,81.43,Excellent,None,Fertile,7,0,4,0
Potato,91.12,Excellent,None,Fertile,4,0,4,0
Rice,86.64,Excellent,Phosphorus,Moderately Fertile,5,0,5,2
Jute,87.08,Excellent,None,Fertile,2,0,4,0
Jute,85.8,Excellent,None,Fertile,2,0,4,0
Groundnut,64.14,Good,Nitrogen,Moderately Fertile,1,1,0,2
Jute,77.15,Good,Potassium,Moderately Fertile,2,1,7,2
Rice,75.13,Good,Phosphorus,Moderately Fertile,5,1,5,2
Tomato,82.02,Excellent,None,Fertile,8,0,4,0
Groundnut,67.03,Good,Nitrogen,Moderately Fertile,1,1,0,2
Groundnut,67.02,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,71.41,Good,Potassium,Moderately Fertile,7,1,7,2
Sugarcane,81.18,Excellent,None,Fertile,7,0,4,0
Groundnut,72.1,Good,Potassium,Moderately Fertile,1,1,7,2
Maize,89.87,Excellent,None,Fertile,3,0,4,0
Soybean,70.96,Good,Potassium,Moderately Fertile,6,1,7,2
Maize,59.79,Moderate,"Nitrogen, Phosphorus",Infertile,3,2,1,1
Potato,50.91,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
Rice,68.83,Good,Phosphorus,Moderately Fertile,5,1,5,2
Tomato,68.35,Good,Phosphorus,Moderately Fertile,8,1,5,2
Maize,59.83,Moderate,"Phosphorus, Potassium",Infertile,3,2,6,1
Soybean,83.3,Excellent,None,Fertile,6,0,4,0
Maize,70.56,Good,Potassium,Moderately Fertile,3,1,7,2
Potato,56.54,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Potato,61.21,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Wheat,70.3,Good,"Nitrogen, Potassium",Infertile,9,1,3,1
Soybean,84.42,Excellent,None,Fertile,6,0,4,0
Potato,63.2,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Sugarcane,81.34,Excellent,"Phosphorus, Potassium",Infertile,7,0,6,1
Wheat,73.86,Good,None,Fertile,9,1,4,0
Sugarcane,87.48,Excellent,None,Fertile,7,0,4,0
Cotton,81.79,Excellent,Potassium,Moderately Fertile,0,0,7,2
Sugarcane,86.25,Excellent,None,Fertile,7,0,4,0
Cotton,80.16,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Cotton,82.49,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Soybean,70.23,Good,Nitrogen,Moderately Fertile,6,1,0,2
Maize,90.15,Excellent,None,Fertile,3,0,4,0
Tomato,88.89,Excellent,None,Fertile,8,0,4,0
Jute,70.4,Good,Potassium,Moderately Fertile,2,1,7,2
Rice,84.33,Excellent,Potassium,Moderately Fertile,5,0,7,2
Wheat,89.41,Excellent,None,Fertile,9,0,4,0
Jute,92.07,Excellent,None,Fertile,2,0,4,0
Rice,92.03,Excellent,None,Fertile,5,0,4,0
Wheat,70.89,Good,Potassium,Moderately Fertile,9,1,7,2
Cotton,76.48,Good,Potassium,Moderately Fertile,0,1,7,2
Potato,72.8,Good,Phosphorus,Moderately Fertile,4,1,5,2
Potato,75.67,Good,Potassium,Moderately Fertile,4,1,7,2
Maize,87.09,Excellent,None,Fertile,3,0,4,0
Jute,79.19,Good,None,Fertile,2,1,4,0
Groundnut,60.27,Good,"Nitrogen, Phosphorus",Infertile,1,1,1,1
Rice,77.39,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Cotton,85.62,Excellent,None,Fertile,0,0,4,0
Wheat,71.09,Good,Nitrogen,Moderately Fertile,9,1,0,2
Jute,71.69,Good,Potassium,Moderately Fertile,2,1,7,2
Wheat,80.15,Excellent,None,Fertile,9,0,4,0
Groundnut,71.57,Good,Nitrogen,Moderately Fertile,1,1,0,2
Soybean,78.26,Good,Potassium,Moderately Fertile,6,1,7,2
Soybean,83.76,Excellent,None,Fertile,6,0,4,0
Rice,83.32,Excellent,None,Fertile,5,0,4,0
Tomato,85.57,Excellent,None,Fertile,8,0,4,0
Groundnut,64.75,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Wheat,78.24,Good,Phosphorus,Moderately Fertile,9,1,5,2
Groundnut,61.65,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,62.12,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Wheat,88.22,Excellent,None,Fertile,9,0,4,0
Wheat,70.48,Good,"Nitrogen, Phosphorus",Infertile,9,1,1,1
Potato,62.58,Good,Potassium,Moderately Fertile,4,1,7,2
Jute,68.62,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Cotton,83.34,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Maize,73.67,Good,Nitrogen,Moderately Fertile,3,1,0,2
Soybean,81.96,Excellent,Potassium,Moderately Fertile,6,0,7,2
Cotton,84.8,Excellent,None,Fertile,0,0,4,0
Wheat,61.97,Good,"Nitrogen, Phosphorus, Potassium",Infertile,9,1,2,1
Cotton,72.35,Good,Nitrogen,Moderately Fertile,0,1,0,2
Tomato,53.67,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Cotton,88.7,Excellent,None,Fertile,0,0,4,0
Wheat,81.05,Excellent,None,Fertile,9,0,4,0
Sugarcane,79.7,Good,None,Fertile,7,1,4,0
Tomato,82.76,Excellent,None,Fertile,8,0,4,0
Wheat,78.11,Good,Potassium,Moderately Fertile,9,1,7,2
Jute,63.91,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Maize,86.28,Excellent,None,Fertile,3,0,4,0
Tomato,79.22,Good,None,Fertile,8,1,4,0
Wheat,78.47,Good,Nitrogen,Moderately Fertile,9,1,0,2
Groundnut,54.5,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Sugarcane,81.4,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Sugarcane,68.14,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Potato,76.16,Good,Phosphorus,Moderately Fertile,4,1,5,2
Sugarcane,78.79,Good,None,Fertile,7,1,4,0
Soybean,69.55,Good,Potassium,Moderately Fertile,6,1,7,2
Wheat,77.56,Good,Phosphorus,Moderately Fertile,9,1,5,2
Groundnut,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Sugarcane,67.99,Good,Potassium,Moderately Fertile,7,1,7,2
Maize,87.05,Excellent,None,Fertile,3,0,4,0
Tomato,87.18,Excellent,None,Fertile,8,0,4,0
Potato,80.72,Excellent,None,Fertile,4,0,4,0
Potato,82.57,Excellent,None,Fertile,4,0,4,0
Rice,83.65,Excellent,None,Fertile,5,0,4,0
Sugarcane,68.1,Good,Nitrogen,Moderately Fertile,7,1,0,2
Rice,85.28,Excellent,None,Fertile,5,0,4,0
Tomato,78.34,Good,Phosphorus,Moderately Fertile,8,1,5,2
Jute,92.3,Excellent,None,Fertile,2,0,4,0
Wheat,77.1,Good,Phosphorus,Moderately Fertile,9,1,5,2
Wheat,81.79,Excellent,None,Fertile,9,0,4,0
Sugarcane,84.51,Excellent,None,Fertile,7,0,4,0
Maize,88.93,Excellent,None,Fertile,3,0,4,0
Groundnut,65.57,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Groundnut,56.86,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Jute,84.74,Excellent,None,Fertile,2,0,4,0
Potato,68.63,Good,Nitrogen,Moderately Fertile,4,1,0,2
Jute,85.58,Excellent,None,Fertile,2,0,4,0
Cotton,84.15,Excellent,Potassium,Moderately Fertile,0,0,7,2
Potato,50.06,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Jute,72.1,Good,Phosphorus,Moderately Fertile,2,1,5,2
Cotton,75.62,Good,Phosphorus,Moderately Fertile,0,1,5,2
Potato,83.52,Excellent,Potassium,Moderately Fertile,4,0,7,2
Wheat,88.39,Excellent,None,Fertile,9,0,4,0
Potato,59.48,Moderate,Nitrogen,Moderately Fertile,4,2,0,2
Groundnut,72.65,Good,Nitrogen,Moderately Fertile,1,1,0,2
Cotton,71.45,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Soybean,68.87,Good,Potassium,Moderately Fertile,6,1,7,2
Potato,72.9,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Groundnut,67.16,Good,Phosphorus,Moderately Fertile,1,1,5,2
Cotton,68.1,Good,"Nitrogen, Phosphorus",Infertile,0,1,1,1
Soybean,83.41,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Cotton,81.76,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Wheat,84.69,Excellent,None,Fertile,9,0,4,0
Sugarcane,59.03,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,7,2,2,1
Rice,67.76,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Soybean,74.31,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Tomato,67.99,Good,Nitrogen,Moderately Fertile,8,1,0,2
Jute,88.87,Excellent,None,Fertile,2,0,4,0
Potato,58.04,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Potato,65.44,Good,Nitrogen,Moderately Fertile,4,1,0,2
Wheat,77.2,Good,Phosphorus,Moderately Fertile,9,1,5,2
Sugarcane,77.27,Good,Potassium,Moderately Fertile,7,1,7,2
Groundnut,70.58,Good,Nitrogen,Moderately Fertile,1,1,0,2
Rice,71.29,Good,Phosphorus,Moderately Fertile,5,1,5,2
Maize,84.67,Excellent,None,Fertile,3,0,4,0
Wheat,85.27,Excellent,Nitrogen,Moderately Fertile,9,0,0,2
Potato,79.15,Good,Potassium,Moderately Fertile,4,1,7,2
Rice,75.74,Good,Nitrogen,Moderately Fertile,5,1,0,2
Jute,92.47,Excellent,None,Fertile,2,0,4,0
Sugarcane,89.13,Excellent,None,Fertile,7,0,4,0
Potato,77.74,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Potato,77.06,Good,Potassium,Moderately Fertile,4,1,7,2
Maize,89.68,Excellent,None,Fertile,3,0,4,0
Sugarcane,86.7,Excellent,None,Fertile,7,0,4,0
Maize,65.75,Good,Phosphorus,Moderately Fertile,3,1,5,2
Soybean,82.08,Excellent,None,Fertile,6,0,4,0
Sugarcane,71.71,Good,Phosphorus,Moderately Fertile,7,1,5,2
Wheat,79.12,Good,Phosphorus,Moderately Fertile,9,1,5,2
Tomato,62.69,Good,"Nitrogen, Phosphorus",Infertile,8,1,1,1
Sugarcane,70.7,Good,Phosphorus,Moderately Fertile,7,1,5,2
Groundnut,61.49,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Tomato,52.2,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Jute,71.43,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Groundnut,68.43,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Rice,79.02,Good,Potassium,Moderately Fertile,5,1,7,2
Soybean,76.68,Good,Phosphorus,Moderately Fertile,6,1,5,2
Jute,94.31,Excellent,None,Fertile,2,0,4,0
Maize,61.69,Good,Phosphorus,Moderately Fertile,3,1,5,2
Jute,59.08,Moderate,"Nitrogen, Phosphorus",Infertile,2,2,1,1
Sugarcane,76.55,Good,Potassium,Moderately Fertile,7,1,7,2
Jute,88.37,Excellent,None,Fertile,2,0,4,0
Soybean,83.14,Excellent,Nitrogen,Moderately Fertile,6,0,0,2
Rice,68.31,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,84.4,Excellent,Phosphorus,Moderately Fertile,3,0,5,2
Groundnut,64.86,Good,Potassium,Moderately Fertile,1,1,7,2
Jute,64.33,Good,"Nitrogen, Phosphorus",Infertile,2,1,1,1
Rice,83.72,Excellent,None,Fertile,5,0,4,0
Rice,88.42,Excellent,None,Fertile,5,0,4,0
Sugarcane,70.56,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Sugarcane,91.33,Excellent,None,Fertile,7,0,4,0
Soybean,80.41,Excellent,Potassium,Moderately Fertile,6,0,7,2
Tomato,54.07,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Wheat,91.65,Excellent,None,Fertile,9,0,4,0
Groundnut,56.2,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Soybean,86.51,Excellent,None,Fertile,6,0,4,0
Soybean,80.26,Excellent,Potassium,Moderately Fertile,6,0,7,2
Tomato,76.92,Good,Phosphorus,Moderately Fertile,8,1,5,2
Groundnut,61.15,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Rice,58.73,Moderate,"Phosphorus, Potassium",Infertile,5,2,6,1
Jute,79.95,Good,Potassium,Moderately Fertile,2,1,7,2
Maize,91.78,Excellent,None,Fertile,3,0,4,0
Groundnut,78.77,Good,None,Fertile,1,1,4,0
Rice,82.01,Excellent,Phosphorus,Moderately Fertile,5,0,5,2
Tomato,57.75,Moderate,"Phosphorus, Potassium",Infertile,8,2,6,1
Potato,57.46,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Tomato,77.57,Good,Nitrogen,Moderately Fertile,8,1,0,2
Groundnut,74.93,Good,Phosphorus,Moderately Fertile,1,1,5,2
Wheat,78.4,Good,None,Fertile,9,1,4,0
Rice,79.91,Good,Phosphorus,Moderately Fertile,5,1,5,2
Rice,79.97,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,89.88,Excellent,None,Fertile,1,0,4,0
Maize,90.57,Excellent,None,Fertile,3,0,4,0
Sugarcane,60.78,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Rice,72.8,Good,"Nitrogen, Phosphorus",Infertile,5,1,1,1
Potato,62.34,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Rice,66.98,Good,Phosphorus,Moderately Fertile,5,1,5,2
Wheat,91.57,Excellent,None,Fertile,9,0,4,0
Groundnut,81.4,Excellent,None,Fertile,1,0,4,0
Jute,87.27,Excellent,None,Fertile,2,0,4,0
Tomato,88.74,Excellent,None,Fertile,8,0,4,0
Cotton,75.4,Good,Phosphorus,Moderately Fertile,0,1,5,2
Soybean,71.25,Good,"Nitrogen, Phosphorus",Infertile,6,1,1,1
Sugarcane,60.58,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Cotton,65.64,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Cotton,80.39,Excellent,None,Fertile,0,0,4,0
Tomato,88.37,Excellent,None,Fertile,8,0,4,0
Cotton,89.78,Excellent,None,Fertile,0,0,4,0
Groundnut,70.85,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Soybean,71.72,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Potato,74.04,Good,Potassium,Moderately Fertile,4,1,7,2
Sugarcane,88.37,Excellent,None,Fertile,7,0,4,0
Potato,67.57,Good,Potassium,Moderately Fertile,4,1,7,2
Tomato,78.26,Good,Nitrogen,Moderately Fertile,8,1,0,2
Potato,50.86,Moderate,"Phosphorus, Potassium",Infertile,4,2,6,1
Groundnut,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Tomato,69.11,Good,Phosphorus,Moderately Fertile,8,1,5,2
Tomato,85.37,Excellent,None,Fertile,8,0,4,0
Wheat,81.98,Excellent,None,Fertile,9,0,4,0
Rice,78.45,Good,Potassium,Moderately Fertile,5,1,7,2
Tomato,70.98,Good,Potassium,Moderately Fertile,8,1,7,2
Jute,81.64,Excellent,None,Fertile,2,0,4,0
Soybean,83.19,Excellent,Potassium,Moderately Fertile,6,0,7,2
Soybean,88.16,Excellent,Potassium,Moderately Fertile,6,0,7,2
Sugarcane,64.42,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Jute,73.83,Good,Nitrogen,Moderately Fertile,2,1,0,2
Wheat,78.32,Good,None,Fertile,9,1,4,0
Potato,75.64,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Wheat,81.54,Excellent,Potassium,Moderately Fertile,9,0,7,2
Tomato,79.53,Good,None,Fertile,8,1,4,0
Groundnut,61.2,Good,Nitrogen,Moderately Fertile,1,1,0,2
Rice,87.93,Excellent,None,Fertile,5,0,4,0
Maize,69.0,Good,Nitrogen,Moderately Fertile,3,1,0,2
Sugarcane,77.83,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Tomato,86.03,Excellent,None,Fertile,8,0,4,0
Potato,57.27,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Rice,71.86,Good,Potassium,Moderately Fertile,5,1,7,2
Jute,80.57,Excellent,None,Fertile,2,0,4,0
Soybean,89.51,Excellent,None,Fertile,6,0,4,0
Cotton,70.77,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Groundnut,59.63,Moderate,Nitrogen,Moderately Fertile,1,2,0,2
Potato,71.93,Good,Potassium,Moderately Fertile,4,1,7,2
Cotton,60.1,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Sugarcane,81.84,Excellent,None,Fertile,7,0,4,0
Potato,50.84,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
Groundnut,60.55,Good,"Nitrogen, Phosphorus",Infertile,1,1,1,1
Maize,79.16,Good,Potassium,Moderately Fertile,3,1,7,2
Potato,68.45,Good,"Nitrogen, Phosphorus, Potassium",Infertile,4,1,2,1
Potato,76.82,Good,Potassium,Moderately Fertile,4,1,7,2
Groundnut,87.98,Excellent,None,Fertile,1,0,4,0
Maize,86.28,Excellent,None,Fertile,3,0,4,0
Groundnut,67.98,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,91.23,Excellent,None,Fertile,7,0,4,0
Rice,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,5,2,2,1
Tomato,70.81,Good,"Nitrogen, Phosphorus",Infertile,8,1,1,1
Soybean,84.21,Excellent,None,Fertile,6,0,4,0
Rice,82.47,Excellent,Potassium,Moderately Fertile,5,0,7,2
Groundnut,75.44,Good,Phosphorus,Moderately Fertile,1,1,5,2
Sugarcane,82.95,Excellent,None,Fertile,7,0,4,0
Soybean,80.82,Excellent,Nitrogen,Moderately Fertile,6,0,0,2
Potato,87.52,Excellent,Phosphorus,Moderately Fertile,4,0,5,2
Tomato,61.45,Good,"Nitrogen, Potassium",Infertile,8,1,3,1
Sugarcane,79.23,Good,Potassium,Moderately Fertile,7,1,7,2
Sugarcane,88.58,Excellent,None,Fertile,7,0,4,0
Wheat,76.5,Good,None,Fertile,9,1,4,0
Cotton,66.26,Good,"Nitrogen, Potassium",Infertile,0,1,3,1
Potato,77.23,Good,Potassium,Moderately Fertile,4,1,7,2
Rice,70.15,Good,Phosphorus,Moderately Fertile,5,1,5,2
Jute,90.23,Excellent,None,Fertile,2,0,4,0
Potato,59.06,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Rice,88.17,Excellent,None,Fertile,5,0,4,0
Soybean,60.97,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Soybean,82.01,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Tomato,76.15,Good,None,Fertile,8,1,4,0
Rice,75.63,Good,Phosphorus,Moderately Fertile,5,1,5,2
Potato,50.51,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
Tomato,56.27,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Groundnut,71.09,Good,Phosphorus,Moderately Fertile,1,1,5,2
Maize,79.84,Good,Potassium,Moderately Fertile,3,1,7,2
Sugarcane,81.0,Excellent,None,Fertile,7,0,4,0
Groundnut,67.11,Good,Nitrogen,Moderately Fertile,1,1,0,2
Jute,59.28,Moderate,"Nitrogen, Phosphorus",Infertile,2,2,1,1
Potato,81.52,Excellent,None,Fertile,4,0,4,0
Wheat,57.54,Moderate,"Nitrogen, Potassium",Infertile,9,2,3,1
Wheat,64.34,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Groundnut,58.07,Moderate,"Phosphorus, Potassium",Infertile,1,2,6,1
Soybean,79.31,Good,Phosphorus,Moderately Fertile,6,1,5,2
Tomato,78.12,Good,Nitrogen,Moderately Fertile,8,1,0,2
Potato,59.24,Moderate,Nitrogen,Moderately Fertile,4,2,0,2
Tomato,88.28,Excellent,None,Fertile,8,0,4,0
Tomato,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Wheat,84.94,Excellent,Potassium,Moderately Fertile,9,0,7,2
Potato,87.3,Excellent,None,Fertile,4,0,4,0
Tomato,70.96,Good,Nitrogen,Moderately Fertile,8,1,0,2
Cotton,82.9,Excellent,None,Fertile,0,0,4,0
Soybean,81.84,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Potato,80.03,Excellent,None,Fertile,4,0,4,0
Rice,82.56,Excellent,None,Fertile,5,0,4,0
Groundnut,59.93,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Rice,96.07,Excellent,None,Fertile,5,0,4,0
Soybean,83.86,Excellent,None,Fertile,6,0,4,0
Tomato,71.03,Good,Phosphorus,Moderately Fertile,8,1,5,2
Cotton,86.23,Excellent,Potassium,Moderately Fertile,0,0,7,2
Rice,91.91,Excellent,None,Fertile,5,0,4,0
Jute,70.65,Good,Phosphorus,Moderately Fertile,2,1,5,2
Sugarcane,74.18,Good,None,Fertile,7,1,4,0
Rice,88.75,Excellent,None,Fertile,5,0,4,0
Wheat,54.46,Moderate,"Phosphorus, Potassium",Infertile,9,2,6,1
Rice,83.35,Excellent,Potassium,Moderately Fertile,5,0,7,2
Rice,59.95,Moderate,"Phosphorus, Potassium",Infertile,5,2,6,1
Rice,75.28,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,69.49,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Cotton,80.33,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Cotton,90.72,Excellent,None,Fertile,0,0,4,0
Soybean,81.85,Excellent,None,Fertile,6,0,4,0
Maize,72.24,Good,Potassium,Moderately Fertile,3,1,7,2
Maize,75.63,Good,Phosphorus,Moderately Fertile,3,1,5,2
Cotton,54.68,Moderate,"Phosphorus, Potassium",Infertile,0,2,6,1
Rice,73.76,Good,None,Fertile,5,1,4,0
Potato,52.75,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
Maize,77.84,Good,None,Fertile,3,1,4,0
Jute,67.51,Good,"Nitrogen, Phosphorus",Infertile,2,1,1,1
Wheat,82.59,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Sugarcane,78.85,Good,None,Fertile,7,1,4,0
Maize,83.8,Excellent,None,Fertile,3,0,4,0
Potato,84.57,Excellent,Phosphorus,Moderately Fertile,4,0,5,2
Potato,49.59,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
