Soil_Type,Nitrogen,Phosphorus,Potassium,pH,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Type_enc
Loamy,50.38,56.56,161.6,6.45,1.04,0.35,21.28,58.66,3
Loamy,107.61,58.65,91.53,6.62,0.43,0.47,21.86,64.06,3
Alluvial,54.34,65.63,254.2,7.15,0.58,1.1,22.33,46.36,0
Loamy,95.44,17.12,16.09,6.09,0.97,0.21,31.08,81.45,3
Loamy,127.49,54.36,21.19,7.33,0.51,1.01,31.93,73.49,3
Clayey,72.62,18.4,61.75,7.9,0.63,1.35,26.1,63.57,2
Silty,101.32,31.89,258.75,7.49,0.91,1.42,34.88,44.65,5
Clayey,73.05,37.02,107.27,6.81,0.77,1.88,28.88,47.33,2
Loamy,10.05,78.96,118.9,6.26,1.15,1.41,21.19,83.91,3
Sandy,31.81,77.88,121.71,5.97,0.36,0.13,31.77,42.48,4
Sandy,19.57,74.35,48.51,6.77,0.26,0.08,29.46,73.45,4
Silty,50.74,43.34,104.08,6.04,0.76,0.37,20.3,49.47,5
Alluvial,134.94,45.58,231.34,6.32,1.19,0.42,23.76,88.02,0
Clayey,86.3,67.11,137.35,6.09,0.95,2.42,23.18,62.74,2
Loamy,105.87,43.58,11.38,6.11,0.85,0.65,22.68,53.72,3
Alluvial,56.53,13.02,245.84,6.65,0.89,0.3,31.17,82.96,0
Loamy,99.89,18.96,227.61,6.85,1.12,0.92,29.44,42.94,3
Silty,98.29,74.78,36.47,6.67,1.05,1.42,27.83,46.1,5
Black,5.46,7.17,28.51,7.39,0.81,1.44,25.39,74.69,1
Alluvial,79.65,81.31,65.95,6.06,0.73,0.28,33.82,62.96,0
Black,90.26,5.62,271.55,8.04,0.88,0.84,34.37,60.0,1
Loamy,56.99,9.32,149.15,6.99,0.63,1.36,25.05,46.38,3
Silty,56.08,65.37,170.7,7.33,0.84,0.93,21.5,46.7,5
Silty,91.3,51.71,26.05,7.34,0.91,0.32,18.13,67.19,5
Sandy,66.8,10.89,136.51,6.38,0.45,0.16,28.54,82.06,4
Black,110.38,74.25,219.63,7.46,1.885,1.15,29.99,68.58,1
Alluvial,135.82,24.81,267.94,7.23,0.57,0.34,26.59,89.81,0
Loamy,70.44,39.81,236.7,7.41,0.97,0.38,22.17,75.12,3
Loamy,106.44,13.38,76.88,6.26,1.17,0.92,30.65,62.14,3
Silty,14.37,19.8,142.56,6.5,0.77,1.32,25.92,88.57,5
Loamy,125.4,13.3,193.02,7.39,0.57,1.32,27.02,84.43,3
Clayey,8.6,70.53,236.98,6.33,0.61,1.13,18.11,59.33,2
Silty,12.13,39.41,50.24,6.87,0.41,1.14,35.42,53.31,5
Clayey,102.01,35.31,225.39,6.63,1.07,0.84,25.46,46.26,2
Sandy,113.35,23.41,196.13,6.99,0.46,0.1,35.49,83.95,4
Silty,54.88,15.49,173.54,6.29,0.77,0.52,21.53,86.84,5
Loamy,103.58,8.06,247.86,6.48,0.96,0.5,33.25,47.37,3
Sandy,3.07,32.51,250.17,6.83,0.15,0.14,26.85,67.99,4
Alluvial,54.94,43.58,176.77,6.12,0.44,1.09,33.28,43.9,0
Alluvial,71.53,14.78,18.45,6.55,0.79,0.9,21.45,91.42,0
Alluvial,110.85,29.0,174.82,6.74,0.98,0.14,23.24,51.78,0
Loamy,50.54,47.19,20.12,6.57,0.48,0.8,34.74,67.15,3
Silty,98.75,46.2,224.23,6.91,0.92,0.32,25.77,59.43,5
Silty,63.11,31.1,10.33,7.04,0.94,0.61,33.55,44.93,5
Black,128.42,12.36,186.15,8.3,1.1,1.41,37.79,72.28,1
Silty,131.49,66.42,240.65,6.92,0.49,0.75,26.24,57.52,5
Black,96.03,70.08,72.98,8.34,1.34,0.42,29.13,90.94,1
Sandy,17.88,85.89,89.88,6.32,0.26,0.29,29.25,43.34,4
Alluvial,7.44,89.69,19.16,7.2,0.69,0.18,37.13,85.83,0
Alluvial,90.04,41.68,185.83,6.36,1.16,0.65,37.88,70.33,0
Loamy,70.74,5.47,34.52,6.24,1.13,0.93,19.42,82.04,3
Black,10.09,67.65,17.63,7.97,1.8,1.13,32.08,54.46,1
Silty,73.44,70.67,132.99,6.66,1.12,1.05,34.31,86.84,5
Silty,118.92,38.73,168.8,7.47,0.54,1.27,31.39,50.61,5
Black,135.42,3.25,133.78,7.69,1.18,1.49,21.57,54.06,1
Alluvial,65.89,2.18,156.76,7.2,1.19,0.29,34.95,49.38,0
Loamy,12.76,64.94,259.26,6.42,0.9,0.56,33.14,74.07,3
Sandy,101.88,14.44,73.92,6.33,0.43,0.06,33.82,53.89,4
Black,84.27,7.16,132.04,8.14,1.39,0.5,30.57,85.82,1
Sandy,48.82,71.8,24.29,5.6,0.13,0.22,27.1,72.72,4
Black,85.24,42.73,112.17,7.93,1.45,0.66,20.89,80.6,1
Clayey,108.46,19.42,29.25,7.81,0.99,1.81,19.01,70.8,2
Alluvial,107.25,67.04,191.21,6.71,0.88,0.6,37.24,81.26,0
Black,13.54,51.16,260.1,8.26,1.17,0.91,35.7,84.24,1
Black,79.35,2.61,201.59,7.65,1.72,1.54,28.26,63.11,1
Black,62.68,9.14,93.07,8.37,1.73,1.39,33.65,68.67,1
Loamy,93.75,77.54,67.27,6.76,1.08,0.35,27.04,75.01,3
Clayey,124.93,10.75,107.73,7.97,1.27,2.26,26.07,77.29,2
Silty,6.87,86.4,162.25,6.35,0.51,0.11,30.93,83.78,5
Alluvial,84.7,10.17,71.54,7.25,1.13,1.03,36.54,41.82,0
Alluvial,108.98,71.37,154.93,6.56,0.61,0.67,21.33,87.77,0
Sandy,33.68,46.57,25.88,6.47,0.34,0.17,21.84,67.48,4
Black,11.5,51.97,119.18,7.86,1.71,0.62,25.53,60.19,1
Black,106.31,72.73,121.43,8.25,1.09,1.44,19.44,73.27,1
Loamy,76.56,79.67,131.0,6.1,1.05,1.27,28.3,50.08,3
Alluvial,12.22,11.58,135.62,7.41,0.48,0.92,32.97,93.63,0
Black,102.37,58.63,248.8,7.61,1.38,1.05,33.23,58.14,1
Black,116.79,41.82,126.1,7.9,1.3,1.74,20.5,56.49,1
Alluvial,122.11,78.3,129.09,6.78,1.06,0.23,32.82,93.11,0
Black,137.05,21.23,165.92,7.83,1.885,1.19,34.1,61.94,1
Loamy,128.59,55.33,96.96,6.35,0.73,0.26,36.87,82.59,3
Silty,129.32,25.89,30.24,7.42,0.52,1.27,25.43,59.52,5
Loamy,114.67,26.24,31.2,6.43,0.79,0.98,34.03,49.71,3
Loamy,74.56,42.5,259.52,6.15,0.64,0.16,31.68,41.44,3
Loamy,14.47,89.91,100.19,6.89,0.8,1.18,31.66,66.94,3
Loamy,114.48,47.51,88.3,6.87,0.45,1.43,37.91,93.21,3
Silty,122.47,2.44,247.42,6.91,1.17,0.72,30.17,72.04,5
Alluvial,114.68,23.69,215.61,6.47,1.07,1.5,26.62,73.29,0
Black,69.45,78.72,179.04,7.95,1.48,1.6,22.65,70.9,1
Alluvial,137.75,34.45,181.72,7.12,0.89,0.15,33.37,75.15,0
Alluvial,98.39,61.83,145.84,6.46,0.9,1.12,28.83,44.14,0
Silty,109.98,44.54,51.04,6.42,0.71,0.89,35.74,66.26,5
Clayey,98.84,59.06,193.94,6.52,1.17,0.99,33.37,90.74,2
Black,110.71,45.32,133.11,7.85,0.88,1.59,23.99,70.96,1
Loamy,9.89,62.2,207.99,6.48,1.12,0.94,21.23,94.89,3
Alluvial,104.72,55.94,124.16,7.4,0.41,0.1,33.97,52.11,0
Alluvial,110.64,70.07,267.67,6.39,1.15,0.81,19.47,69.7,0
Sandy,130.48,68.46,170.69,5.73,0.41,0.22,30.19,74.43,4
Black,8.09,53.08,197.42,7.29,0.83,0.64,36.37,80.66,1
Alluvial,114.43,3.27,209.42,6.02,0.65,1.31,28.15,44.61,0
Black,68.95,66.39,108.54,7.47,1.41,1.77,21.43,83.58,1
Silty,56.12,57.87,33.55,6.18,1.0,1.28,30.46,65.09,5
Sandy,57.9,38.71,64.41,6.23,0.3,0.06,24.1,83.52,4
Loamy,91.72,75.68,118.63,6.31,0.45,0.34,25.61,56.56,3
Black,80.48,20.99,84.9,7.96,1.3,1.31,19.15,82.06,1
Silty,87.3,51.23,142.82,7.42,0.5,0.85,27.15,51.79,5
Loamy,91.86,36.67,236.18,7.07,0.71,0.87,37.78,51.91,3
Silty,94.17,33.04,17.71,7.28,0.62,0.6,22.34,73.57,5
Silty,7.78,28.17,77.02,6.0,1.17,0.71,23.68,46.74,5
Loamy,132.26,43.39,233.25,7.46,0.99,1.02,21.69,51.68,3
Silty,118.51,29.42,19.15,7.46,0.42,0.94,23.95,81.45,5
Sandy,53.73,46.11,17.17,6.4,0.22,0.06,21.57,61.31,4
Silty,133.52,11.9,81.84,7.04,0.73,1.21,32.04,72.19,5
Loamy,82.21,13.96,148.07,6.77,0.43,0.68,37.51,43.97,3
Clayey,107.64,54.51,49.23,6.85,1.38,2.44,18.82,82.54,2
Sandy,95.96,45.59,52.93,5.8,0.44,0.2,31.25,84.66,4
Alluvial,56.81,80.05,198.03,6.23,1.16,0.4,20.33,82.11,0
Clayey,5.79,71.96,255.82,6.82,0.77,1.97,26.55,45.27,2
Loamy,68.71,5.44,129.48,6.3,1.16,1.36,33.95,77.78,3
Sandy,115.21,14.37,115.47,5.76,0.4,0.09,36.36,71.59,4
Loamy,125.77,74.18,14.75,6.28,1.19,0.35,19.43,45.18,3
Loamy,133.07,49.21,132.99,7.33,1.15,0.46,23.56,84.41,3
Alluvial,82.31,80.62,96.12,6.63,1.08,0.13,37.97,51.0,0
Sandy,86.65,51.09,144.09,6.93,0.49,0.36,37.75,41.92,4
Clayey,123.39,32.07,48.25,6.62,0.87,2.4,34.25,64.75,2
Sandy,44.03,16.79,199.18,7.13,0.36,0.36,29.1,43.54,4
Alluvial,13.22,9.3,153.58,6.81,1.03,1.41,31.73,50.4,0
Silty,135.15,82.9,222.43,6.79,0.55,1.06,21.7,51.76,5
Loamy,112.68,64.26,156.26,7.44,0.53,0.41,28.75,55.96,3
Loamy,118.37,9.37,32.04,6.29,0.57,0.78,33.1,76.28,3
Clayey,130.03,52.33,60.53,6.89,1.04,1.88,28.61,71.76,2
Black,63.99,25.5,47.05,8.21,1.61,1.64,30.43,64.22,1
Alluvial,64.08,23.7,22.97,6.45,0.48,0.73,18.51,43.56,0
Clayey,96.7,6.83,113.55,6.5,1.47,2.2,33.19,76.21,2
Black,50.19,88.2,12.44,7.21,1.76,1.39,23.65,80.27,1
Loamy,128.62,2.32,119.62,7.38,0.75,1.13,36.54,77.6,3
Clayey,106.36,45.21,241.31,7.67,0.81,0.58,34.48,57.85,2
Black,6.66,9.35,69.68,7.37,1.34,0.84,21.49,41.61,1
Alluvial,55.13,47.44,39.71,6.84,0.45,1.15,25.09,59.98,0
Loamy,107.52,40.03,77.99,6.83,0.96,0.92,34.13,61.14,3
Silty,54.81,11.79,34.49,6.35,0.54,0.48,27.97,89.2,5
Sandy,11.47,64.61,37.23,6.14,0.39,0.4,29.37,72.86,4
Clayey,58.85,65.41,31.38,6.89,1.29,2.34,37.61,84.74,2
Alluvial,76.08,60.62,211.71,6.22,0.83,0.64,30.29,93.12,0
Black,86.11,30.75,156.99,8.41,1.68,1.5,37.87,89.62,1
Alluvial,74.14,6.76,151.37,6.6,0.44,1.13,24.98,75.69,0
Black,112.77,73.76,129.21,7.25,1.76,1.56,28.86,54.58,1
Silty,71.8,7.06,93.55,7.26,0.59,0.78,20.84,91.88,5
Alluvial,132.11,33.68,50.35,6.84,1.05,0.38,29.05,49.48,0
Loamy,136.53,75.23,166.78,7.39,1.07,0.98,34.71,60.46,3
Black,111.99,65.76,115.14,8.21,1.83,1.37,37.32,75.13,1
Black,56.27,59.75,264.66,7.35,1.77,1.42,21.5,70.2,1
Sandy,80.67,88.88,25.21,5.76,0.43,0.38,31.4,88.63,4
Loamy,88.68,70.08,34.95,6.55,0.73,0.27,25.72,64.63,3
Alluvial,138.78,47.33,84.66,6.19,0.87,1.47,36.87,65.77,0
Sandy,11.28,87.16,154.53,6.64,0.3,0.14,19.24,70.75,4
Black,135.77,58.03,185.39,8.4,1.44,1.63,24.21,88.69,1
Sandy,55.14,87.73,96.74,5.83,0.13,0.1,27.97,83.55,4
Alluvial,87.71,52.1,138.62,6.77,0.79,1.11,18.74,77.44,0
Alluvial,65.87,67.09,177.98,6.86,0.93,1.45,26.73,48.08,0
Sandy,57.92,3.45,163.16,7.06,0.28,0.06,24.5,58.84,4
Alluvial,60.3,6.28,279.17,7.06,1.07,0.94,26.67,59.74,0
Silty,135.68,59.91,127.21,7.18,0.43,0.68,33.4,67.79,5
Silty,55.86,59.03,240.2,6.41,0.9,0.43,25.57,51.48,5
Silty,5.57,76.54,33.08,6.62,0.94,0.76,20.42,68.18,5
Clayey,117.21,79.89,175.61,7.39,1.14,0.74,24.64,86.84,2
Silty,88.58,19.97,174.53,6.24,0.78,1.42,26.06,43.35,5
Black,53.97,30.26,94.83,7.67,1.885,0.82,32.32,67.82,1
Silty,102.99,14.28,178.68,6.34,0.91,1.23,22.07,76.8,5
Loamy,5.13,67.36,79.0,7.4,0.87,0.86,36.94,58.97,3
Silty,65.55,67.1,107.28,6.44,0.45,1.17,30.01,62.98,5
Silty,54.2,49.63,214.98,7.48,0.43,1.23,27.53,72.61,5
Loamy,64.05,44.63,11.67,6.9,0.64,0.73,28.21,71.6,3
Loamy,112.31,62.46,94.64,7.13,1.01,1.4,37.15,69.81,3
Loamy,122.32,6.26,23.97,6.62,0.74,1.24,29.78,78.47,3
Clayey,87.18,45.61,247.05,7.3,1.19,1.53,27.52,83.66,2
Alluvial,60.68,61.39,112.87,7.31,0.62,0.36,21.76,50.15,0
Loamy,123.55,26.2,39.55,7.23,0.45,0.22,19.26,64.94,3
Black,12.53,23.16,134.63,7.57,1.885,1.53,18.06,42.25,1
Clayey,118.07,64.34,54.39,7.55,0.74,2.43,27.31,75.83,2
Clayey,86.61,63.78,279.27,6.56,1.39,0.51,25.42,92.18,2
Clayey,107.65,17.65,271.57,8.13,1.3,1.17,32.88,78.26,2
Loamy,109.45,6.36,197.47,6.43,0.95,0.13,23.32,67.93,3
Loamy,101.3,55.76,91.17,6.73,0.69,0.95,20.22,68.7,3
Silty,84.34,61.33,244.43,6.72,0.59,0.91,24.75,66.74,5
Alluvial,2.8,16.27,150.95,6.32,0.47,1.05,18.66,86.51,0
Alluvial,9.22,89.24,25.74,7.08,0.9,0.29,32.28,55.26,0
Alluvial,83.72,40.33,27.88,7.41,0.95,0.76,29.72,69.56,0
Black,51.55,29.15,245.72,8.33,1.63,1.61,31.34,74.74,1
Silty,131.7,50.59,88.69,7.22,1.1,1.01,31.87,70.99,5
Alluvial,82.86,45.1,10.93,6.87,0.63,0.51,19.12,76.59,0
Loamy,63.14,44.2,180.52,6.87,1.1,1.47,25.42,51.28,3
Black,97.87,14.85,200.79,7.62,1.73,0.48,25.69,61.84,1
Clayey,110.02,82.49,47.29,6.57,1.23,1.66,26.86,48.21,2
Silty,9.88,9.02,203.51,7.16,0.77,0.31,21.94,93.4,5
Black,50.43,25.96,267.45,7.98,1.29,1.17,28.17,78.7,1
Alluvial,106.14,40.46,80.46,6.39,0.77,0.56,33.17,79.81,0
Loamy,125.68,53.2,147.72,6.94,0.92,0.37,37.87,41.23,3
Loamy,80.28,48.39,128.47,6.41,0.66,0.2,28.42,50.78,3
Silty,68.05,87.33,276.85,7.29,0.65,0.35,31.94,67.61,5
Black,87.55,16.29,130.79,8.14,1.39,1.36,20.44,43.97,1
Black,133.09,12.89,271.21,7.94,1.4,0.74,32.89,77.74,1
Black,120.95,38.18,28.33,7.92,0.93,1.43,24.25,80.59,1
Sandy,26.51,82.91,103.93,5.81,0.29,0.25,30.71,47.53,4
Black,132.81,4.11,36.88,8.21,1.885,0.98,32.16,71.79,1
Sandy,10.26,35.85,113.0,6.62,0.14,0.28,34.93,93.82,4
Clayey,92.59,31.95,33.42,6.4,1.14,1.62,30.56,60.77,2
Black,120.37,34.27,64.46,7.27,1.75,1.55,28.44,71.37,1
Alluvial,90.47,5.47,213.61,6.15,0.44,0.73,35.99,49.32,0
Loamy,79.61,59.84,74.65,7.19,0.63,1.12,33.82,55.47,3
Silty,56.79,81.12,197.49,6.26,1.12,0.86,22.41,79.85,5
Clayey,116.14,62.06,223.96,6.08,0.68,1.37,37.97,91.34,2
Black,125.73,48.21,18.23,7.93,1.885,0.97,23.16,43.95,1
Black,82.66,86.12,168.14,7.73,1.21,1.48,21.85,65.97,1
Sandy,23.91,86.83,205.49,6.29,0.36,0.17,25.85,50.08,4
Loamy,58.4,27.22,205.94,6.72,0.49,1.44,19.63,63.82,3
Loamy,98.5,23.56,199.96,6.2,0.88,0.56,18.65,68.07,3
Alluvial,81.15,5.16,51.94,6.02,1.11,0.92,21.58,66.64,0
Sandy,54.74,43.57,140.27,6.16,0.34,0.07,19.36,73.3,4
Silty,80.17,39.91,116.34,6.17,1.16,0.75,31.86,59.0,5
Alluvial,93.01,28.77,275.4,7.36,0.69,0.49,22.93,81.97,0
Loamy,86.81,3.15,46.28,6.41,0.7,0.6,28.83,64.98,3
Silty,132.75,75.26,176.83,6.15,0.87,1.4,20.61,84.69,5
Silty,115.95,2.53,208.57,6.59,0.55,1.28,24.87,91.64,5
Alluvial,67.71,40.33,187.17,6.85,0.62,0.42,23.7,60.65,0
Loamy,132.82,5.61,146.96,6.87,0.42,1.36,36.33,60.1,3
Loamy,126.34,55.93,219.63,6.25,1.12,0.86,31.17,43.36,3
Clayey,72.64,13.19,125.07,7.22,0.68,1.27,27.22,89.76,2
Alluvial,12.05,27.01,61.02,6.27,0.4,0.21,30.33,75.85,0
Loamy,61.99,63.46,130.39,6.49,0.84,0.32,37.73,75.96,3
Black,61.75,33.56,191.03,8.41,1.86,0.84,21.41,94.4,1
Silty,53.73,53.57,138.99,6.14,0.93,0.24,24.15,68.99,5
Clayey,119.88,68.06,227.62,7.68,0.71,1.01,29.96,55.88,2
Loamy,120.12,76.56,202.04,7.31,1.18,0.68,24.98,53.42,3
Clayey,139.59,22.54,240.03,6.34,1.41,2.29,29.74,77.31,2
Alluvial,137.87,27.59,237.32,6.99,1.09,1.49,21.38,68.38,0
Silty,114.82,55.98,144.33,7.34,0.9,1.31,26.99,63.38,5
Sandy,12.22,72.91,157.79,6.98,0.14,0.35,20.48,61.89,4
Silty,81.42,46.6,31.1,7.09,0.91,0.28,32.17,60.69,5
Silty,119.91,17.2,252.71,6.08,0.62,0.7,35.35,93.41,5
Silty,137.27,30.77,175.58,7.38,0.84,0.84,27.29,70.07,5
Sandy,24.28,79.93,191.25,6.77,0.13,0.16,27.36,69.73,4
Sandy,6.51,68.82,272.64,5.92,0.46,0.09,35.88,79.78,4
Black,53.48,59.11,88.28,8.37,0.91,1.13,37.81,43.58,1
Clayey,66.8,68.07,234.3,6.77,0.77,2.1,27.25,60.84,2
Loamy,124.55,74.9,31.18,7.4,0.7,0.5,31.72,52.67,3
Loamy,92.52,67.31,254.89,6.96,1.0,0.89,19.02,45.9,3
Loamy,118.24,73.68,24.27,7.44,0.68,0.81,24.5,45.84,3
Loamy,10.61,4.24,148.64,6.48,0.54,0.18,23.83,71.37,3
Sandy,29.6,24.56,33.85,5.79,0.23,0.15,35.15,42.9,4
Alluvial,97.67,7.56,117.83,7.4,0.69,0.35,29.13,50.46,0
Sandy,78.42,16.23,128.85,5.85,0.43,0.06,32.88,51.68,4
Alluvial,73.9,8.58,34.86,7.29,0.6,1.12,19.55,93.04,0
Black,92.54,34.36,217.33,7.59,0.98,1.7,22.22,67.18,1
Alluvial,101.98,85.16,32.31,7.03,0.49,1.19,19.87,93.99,0
Loamy,4.06,4.05,172.79,7.33,0.59,0.12,26.51,40.43,3
Sandy,49.37,60.73,20.75,5.86,0.39,0.1,37.19,81.94,4
Loamy,6.65,35.41,99.76,7.33,1.03,0.68,35.3,67.93,3
Black,126.51,60.35,105.18,7.52,1.08,1.27,25.88,60.64,1
Loamy,108.14,7.81,38.8,6.03,0.7,0.19,19.37,50.96,3
Clayey,113.95,13.82,99.51,6.01,1.35,1.34,27.86,45.46,2
Loamy,117.55,25.66,109.75,7.09,0.58,0.35,37.13,94.13,3
Black,102.1,26.84,268.32,8.01,1.885,1.68,33.11,61.02,1
Alluvial,81.46,55.85,91.9,6.19,0.84,0.9,28.08,70.64,0
Alluvial,65.31,65.03,203.82,7.46,1.08,0.78,32.38,45.55,0
Alluvial,70.35,17.81,144.76,6.26,0.98,0.84,29.9,71.95,0
Alluvial,87.59,5.63,153.76,6.59,1.14,1.4,33.98,41.99,0
Loamy,5.28,84.48,137.99,7.15,0.69,0.19,26.03,93.59,3
Alluvial,76.48,80.43,125.09,6.39,1.14,1.08,29.13,46.62,0
Silty,68.5,38.28,221.45,6.41,1.04,0.23,37.0,88.34,5
Alluvial,59.71,89.07,69.73,7.45,0.61,0.8,27.71,56.72,0
Alluvial,113.27,87.87,51.29,6.68,1.11,0.23,25.36,67.07,0
Clayey,55.55,69.79,141.99,6.44,1.2,0.84,35.76,59.92,2
Silty,106.74,89.28,173.51,6.48,1.06,0.88,24.3,53.4,5
Alluvial,125.53,87.37,261.86,7.16,1.19,1.48,30.44,80.4,0
Loamy,96.21,59.04,19.95,6.49,0.48,0.91,18.64,49.02,3
Black,98.4,29.11,10.63,8.1,1.62,1.19,33.67,86.98,1
Loamy,78.48,14.41,267.4,7.45,0.65,0.29,30.17,41.99,3
Loamy,109.0,79.01,82.5,7.1,0.55,0.62,32.97,42.17,3
Alluvial,117.13,38.77,278.13,6.3,0.84,1.09,37.58,83.92,0
Silty,54.17,31.51,148.05,7.2,0.87,1.26,36.66,43.44,5
Sandy,31.07,12.08,260.13,6.58,0.17,0.11,19.5,48.6,4
Clayey,58.0,23.16,42.42,6.92,1.37,0.94,30.82,69.33,2
Alluvial,64.72,67.64,111.32,6.12,1.14,0.7,33.71,81.24,0
Clayey,2.69,56.04,165.3,8.11,1.06,1.69,20.07,63.52,2
Alluvial,83.41,54.73,37.6,6.47,0.44,0.66,25.42,70.72,0
Clayey,86.18,66.92,101.63,6.19,0.69,0.97,18.07,70.64,2
Sandy,26.43,77.42,266.71,6.7,0.36,0.31,23.94,54.45,4
Black,54.83,49.34,14.68,7.27,1.37,0.45,18.07,74.79,1
Black,106.63,30.24,150.62,8.43,1.27,1.27,26.99,69.29,1
Clayey,61.51,66.65,184.79,6.72,0.72,1.1,24.33,94.62,2
Silty,121.61,52.74,101.33,6.18,1.02,1.38,36.42,40.96,5
Sandy,47.06,36.76,56.33,6.77,0.33,0.25,33.44,52.27,4
Loamy,125.47,20.93,231.56,7.48,0.84,0.52,20.4,53.63,3
Sandy,4.36,28.98,278.45,5.62,0.47,0.25,22.48,87.83,4
Alluvial,10.19,49.14,28.37,7.42,0.82,0.17,18.65,65.73,0
Loamy,70.71,89.7,103.54,6.48,1.17,0.26,25.76,86.62,3
Black,3.93,21.48,172.95,7.6,1.16,1.44,28.41,54.5,1
Sandy,55.65,82.68,34.73,6.01,0.29,0.22,31.0,44.09,4
Silty,130.83,9.44,65.85,7.11,0.83,0.91,26.07,48.55,5
Black,57.19,15.42,271.73,7.33,1.84,1.67,31.21,49.79,1
Loamy,7.82,84.24,264.16,6.24,0.75,0.65,30.83,61.34,3
Black,126.07,48.62,37.98,7.85,1.39,1.44,20.83,79.5,1
Alluvial,82.81,87.43,217.83,6.06,0.75,0.89,25.44,54.42,0
Loamy,3.39,18.58,91.45,6.45,0.77,1.42,33.45,62.21,3
Black,9.12,74.26,194.34,8.1,1.0,0.79,28.73,75.43,1
Sandy,20.38,17.13,53.75,6.49,0.32,0.36,37.0,85.23,4
Black,59.93,30.82,223.13,7.58,1.77,0.49,24.64,77.93,1
Clayey,76.46,27.73,184.32,6.72,0.68,0.78,26.59,77.67,2
Clayey,87.5,58.98,259.08,6.64,0.6,2.35,36.55,70.99,2
Silty,85.99,29.19,163.8,6.14,0.82,1.18,27.36,64.73,5
Loamy,71.82,29.85,89.71,6.31,0.88,0.13,23.43,54.45,3
Alluvial,80.03,6.43,23.58,7.1,0.83,0.95,27.16,48.0,0
Alluvial,51.28,43.98,259.15,7.32,1.18,0.12,31.17,72.08,0
Silty,133.17,35.77,188.45,6.06,0.5,0.69,35.41,85.01,5
Black,11.19,67.26,110.48,7.91,1.52,0.53,35.21,74.24,1
Sandy,35.73,25.52,24.39,7.06,0.31,0.26,18.98,52.21,4
Alluvial,85.83,12.62,134.52,7.12,1.17,0.98,28.22,67.1,0
Clayey,106.4,16.87,96.16,7.94,0.74,1.06,37.88,54.86,2
Loamy,130.35,2.99,110.81,7.07,1.16,0.13,28.41,87.72,3
Alluvial,98.58,29.17,262.07,7.02,0.57,0.22,26.08,62.16,0
Loamy,51.8,26.63,34.34,7.47,1.1,1.19,33.84,54.7,3
Clayey,123.24,17.95,211.86,7.49,1.2,2.44,22.1,43.95,2
Sandy,47.91,5.95,34.06,5.76,0.15,0.38,24.64,67.28,4
Alluvial,89.04,73.26,13.94,6.05,0.47,0.82,23.1,44.23,0
Loamy,136.13,55.41,113.27,7.07,1.06,0.58,33.99,63.67,3
Silty,115.38,47.85,237.64,6.27,0.83,1.48,26.08,56.66,5
Loamy,91.72,77.24,181.97,6.89,0.43,0.35,37.3,87.04,3
Loamy,132.79,42.41,179.01,6.62,0.46,0.84,31.84,41.05,3
Alluvial,89.06,41.21,208.59,6.53,0.54,1.32,23.19,43.76,0
Clayey,3.89,66.54,122.28,6.05,0.66,1.16,25.55,75.19,2
Clayey,106.76,78.42,259.0,6.79,0.98,2.35,36.99,76.3,2
Loamy,55.79,10.81,218.77,6.52,1.05,0.77,37.71,53.96,3
Silty,105.77,81.68,239.54,6.84,1.11,0.81,33.66,77.16,5
Loamy,65.89,23.89,228.82,7.27,0.79,1.29,33.71,52.39,3
Black,136.26,31.12,137.6,7.63,0.96,0.79,32.99,55.08,1
Clayey,139.29,65.87,109.84,7.75,1.13,1.0,24.98,41.68,2
Loamy,115.4,49.71,270.46,6.02,1.01,0.5,18.44,68.7,3
Loamy,6.84,27.03,36.61,6.6,1.03,0.58,34.12,53.78,3
Sandy,10.43,8.83,227.21,7.13,0.39,0.27,22.93,93.19,4
Alluvial,77.17,60.45,229.04,6.41,0.67,0.32,22.1,44.85,0
Sandy,8.86,62.84,233.84,6.97,0.44,0.09,24.09,92.48,4
Alluvial,129.42,80.58,174.8,7.45,0.89,0.77,26.74,75.85,0
Black,82.22,81.03,47.23,7.71,1.43,1.48,34.83,91.05,1
Sandy,25.98,8.2,107.72,5.55,0.22,0.39,23.64,60.39,4
Silty,99.88,14.94,202.1,7.01,0.45,1.34,29.96,79.95,5
Alluvial,127.51,17.86,277.55,6.3,0.57,0.98,30.22,41.26,0
Loamy,79.47,57.88,67.0,6.03,1.13,0.99,19.97,43.27,3
Clayey,119.6,56.18,152.91,7.43,1.29,2.16,23.2,42.94,2
Sandy,16.13,27.36,253.36,5.5,0.29,0.27,18.81,71.33,4
Sandy,38.37,86.54,238.92,6.55,0.29,0.3,30.18,69.63,4
Black,63.88,21.69,33.05,7.62,1.32,1.71,22.5,63.48,1
Black,50.38,69.28,30.02,7.58,0.92,1.66,24.1,82.81,1
Loamy,125.74,21.08,44.12,6.71,0.85,1.49,25.8,47.58,3
Sandy,53.07,23.75,274.35,5.58,0.43,0.27,19.71,80.64,4
Black,7.93,15.03,144.26,8.31,1.35,0.64,30.59,87.39,1
Black,59.46,18.05,168.98,7.59,1.81,1.65,24.11,54.49,1
Black,53.34,22.21,104.28,7.36,1.885,1.0,30.6,93.4,1
Clayey,93.8,70.61,180.28,6.02,1.04,2.29,27.95,70.45,2
Alluvial,11.47,21.19,78.79,6.89,0.57,1.3,30.6,45.81,0
