Soil_Type,Crop_Recommended,Nitrogen,Phosphorus,Potassium,pH,Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status
Clayey,Sugarcane,131.51,7.74,89.6,7.08,67.51,0.78,1.62,28.77,94.2,68.76,Good,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,126.11,8.14,28.12,6.52,15.23,0.47,0.18,29.17,63.76,60.98,Good,"Phosphorus, Potassium",Infertile
Clayey,Rice,80.39,19.36,33.38,6.98,58.88,1.34,1.84,18.03,52.42,76.15,Good,"Phosphorus, Potassium",Infertile
Black,Sugarcane,10.98,83.56,168.64,8.01,54.36,1.38,1.29,32.02,61.29,79.45,Good,Nitrogen,Moderately Fertile
Black,Soybean,134.37,67.76,144.84,7.82,55.53,1.76,1.11,24.65,45.12,93.44,Excellent,None,Fertile
Black,Soybean,90.9,24.49,275.51,8.12,57.32,0.9,0.41,33.83,71.82,77.23,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,89.47,53.25,100.68,7.0,41.21,0.93,1.09,26.94,63.99,84.12,Excellent,None,Fertile
Alluvial,Rice,81.64,45.42,248.15,6.48,34.61,0.57,0.84,28.97,84.36,83.9,Excellent,None,Fertile
Loamy,Potato,5.08,84.77,149.53,6.23,37.69,0.47,0.9,26.81,66.88,68.45,Good,Nitrogen,Moderately Fertile
Loamy,Wheat,70.65,37.82,42.62,7.37,44.64,0.47,0.41,30.56,70.98,67.15,Good,Potassium,Moderately Fertile
Black,Cotton,88.29,15.48,196.35,7.91,47.4,0.96,1.61,25.99,53.95,75.62,Good,Phosphorus,Moderately Fertile
Alluvial,Jute,94.62,14.43,205.27,7.17,48.73,0.94,0.93,29.61,48.33,79.29,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,134.37,30.81,177.4,6.75,5.96,0.44,0.28,33.2,68.2,78.52,Good,None,Fertile
Loamy,Wheat,106.69,42.36,222.77,6.05,30.5,0.77,1.47,24.46,60.51,85.08,Excellent,None,Fertile
Sandy,Groundnut,43.61,69.6,30.5,5.85,23.16,0.24,0.36,28.88,40.72,58.56,Moderate,"Nitrogen, Potassium",Infertile
Loamy,Soybean,51.44,32.7,251.16,7.2,28.34,0.83,1.13,23.17,65.99,78.64,Good,None,Fertile
Sandy,Groundnut,10.97,10.61,86.08,6.24,16.17,0.19,0.18,28.24,92.56,49.38,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Groundnut,108.33,44.07,22.89,6.01,45.98,0.83,1.09,31.89,45.38,74.58,Good,Potassium,Moderately Fertile
Loamy,Soybean,55.63,53.2,34.5,6.43,32.1,0.58,0.47,32.94,82.23,69.49,Good,Potassium,Moderately Fertile
Sandy,Potato,7.04,79.98,213.25,6.78,17.06,0.32,0.2,20.81,74.07,67.27,Good,Nitrogen,Moderately Fertile
Loamy,Tomato,113.74,61.72,105.91,6.79,41.09,0.55,1.43,36.02,74.5,79.3,Good,None,Fertile
Clayey,Sugarcane,3.94,57.77,72.84,6.08,41.8,1.15,0.92,31.03,50.39,72.03,Good,"Nitrogen, Potassium",Infertile
Clayey,Wheat,9.78,14.45,57.52,6.54,42.18,1.46,1.54,35.65,45.82,70.35,Good,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Groundnut,100.03,73.3,45.92,6.01,38.36,0.8,1.41,25.14,93.76,76.13,Good,Potassium,Moderately Fertile
Black,Wheat,123.65,9.04,125.43,8.34,47.24,0.88,0.67,26.81,59.03,68.46,Good,Phosphorus,Moderately Fertile
Silty,Rice,107.63,58.59,38.01,6.45,36.36,1.02,1.26,27.39,56.79,81.3,Excellent,Potassium,Moderately Fertile
Clayey,Wheat,3.53,15.8,194.03,6.04,55.52,0.66,1.76,26.12,76.44,60.83,Good,"Nitrogen, Phosphorus",Infertile
Sandy,Groundnut,31.8,36.62,203.42,7.14,11.5,0.38,0.25,26.24,74.01,69.47,Good,Nitrogen,Moderately Fertile
Black,Sugarcane,83.96,35.34,275.39,8.48,57.68,1.42,0.49,35.44,58.16,87.71,Excellent,None,Fertile
Loamy,Wheat,118.0,82.27,155.19,7.07,49.49,0.85,1.17,33.07,83.82,86.82,Excellent,None,Fertile
Loamy,Soybean,6.13,89.67,38.82,6.13,28.15,0.53,0.3,27.56,85.19,59.29,Moderate,"Nitrogen, Potassium",Infertile
Alluvial,Maize,115.51,84.03,84.83,7.18,46.98,1.09,0.32,26.28,56.22,84.47,Excellent,Potassium,Moderately Fertile
Loamy,Tomato,121.59,64.16,243.99,7.45,41.17,0.5,0.46,18.28,40.33,79.08,Good,None,Fertile
Sandy,Groundnut,42.36,74.35,248.16,5.89,21.57,0.29,0.4,24.13,50.63,70.01,Good,Nitrogen,Moderately Fertile
Loamy,Soybean,11.28,44.37,187.63,7.3,25.51,0.71,0.53,18.95,75.05,71.88,Good,Nitrogen,Moderately Fertile
Alluvial,Cotton,57.42,8.35,151.62,6.97,37.65,0.5,1.15,31.07,77.32,67.17,Good,Phosphorus,Moderately Fertile
Loamy,Potato,74.99,6.17,149.3,6.82,37.52,0.82,1.4,33.7,83.08,75.39,Good,Phosphorus,Moderately Fertile
Silty,Tomato,66.25,4.56,228.94,6.61,40.67,1.05,0.76,32.86,61.63,78.34,Good,Phosphorus,Moderately Fertile
Black,Cotton,14.21,84.83,258.58,7.62,38.11,1.8,1.76,31.09,58.62,82.38,Excellent,Nitrogen,Moderately Fertile
Black,Cotton,75.72,82.72,133.29,8.07,55.97,1.37,0.99,30.62,94.03,88.28,Excellent,None,Fertile
Alluvial,Rice,14.74,67.13,33.15,6.61,36.04,1.1,0.14,31.22,59.05,72.02,Good,"Nitrogen, Potassium",Infertile
Loamy,Maize,4.19,63.06,187.38,6.47,41.55,1.03,1.3,32.32,82.34,78.88,Good,Nitrogen,Moderately Fertile
Alluvial,Maize,3.58,2.08,225.4,6.96,34.3,0.87,0.55,29.57,60.31,62.32,Good,"Nitrogen, Phosphorus",Infertile
Silty,Jute,86.42,89.42,173.41,7.03,25.28,0.49,1.3,31.39,75.92,81.02,Excellent,None,Fertile
Clayey,Rice,57.13,71.68,135.11,6.64,41.08,0.94,1.24,34.28,85.96,85.33,Excellent,None,Fertile
Loamy,Potato,103.75,16.51,14.32,6.44,29.24,0.89,0.24,34.58,66.04,69.14,Good,"Phosphorus, Potassium",Infertile
Black,Cotton,124.52,72.75,193.7,7.59,45.93,1.98,0.61,24.57,46.48,95.05,Excellent,None,Fertile
Black,Soybean,50.2,29.97,107.25,8.02,46.14,0.85,1.55,34.23,81.84,69.66,Good,None,Fertile
Silty,Jute,63.35,69.6,99.69,6.5,36.31,0.49,0.15,35.55,73.95,75.42,Good,Potassium,Moderately Fertile
Loamy,Groundnut,6.32,66.3,148.24,7.1,29.48,0.98,1.2,21.04,51.05,76.4,Good,Nitrogen,Moderately Fertile
Black,Soybean,116.49,25.81,101.29,8.46,60.22,0.91,0.99,36.96,52.15,71.81,Good,None,Fertile
Alluvial,Cotton,112.55,87.22,247.34,6.38,30.86,0.88,0.6,19.74,64.99,88.57,Excellent,None,Fertile
Silty,Tomato,137.45,66.74,269.18,7.19,41.76,1.19,0.79,23.07,56.52,91.88,Excellent,None,Fertile
Alluvial,Jute,95.3,30.68,72.06,6.95,41.45,0.59,0.44,32.45,84.73,73.05,Good,Potassium,Moderately Fertile
Black,Cotton,111.83,30.3,271.62,7.6,63.84,0.96,1.6,19.0,68.25,82.17,Excellent,None,Fertile
Black,Wheat,71.34,60.8,34.65,7.24,41.55,0.81,0.62,19.64,93.4,73.6,Good,Potassium,Moderately Fertile
Silty,Tomato,124.34,3.72,134.73,7.46,29.55,0.86,0.16,25.91,87.38,71.58,Good,Phosphorus,Moderately Fertile
Loamy,Tomato,121.75,31.49,139.76,6.78,48.1,0.64,0.1,21.46,58.01,81.02,Excellent,None,Fertile
Black,Soybean,91.11,62.94,106.49,8.3,57.89,1.02,0.98,19.19,49.07,79.63,Good,None,Fertile
Alluvial,Rice,120.48,38.11,51.2,7.15,40.68,0.95,0.84,37.73,75.34,78.67,Good,Potassium,Moderately Fertile
Alluvial,Maize,131.43,68.57,216.53,6.66,49.62,0.98,1.28,19.74,73.96,91.03,Excellent,None,Fertile
Black,Wheat,134.13,43.83,176.16,8.16,56.06,1.45,0.98,22.14,87.16,91.37,Excellent,None,Fertile
Sandy,Potato,81.28,56.5,174.3,7.0,8.73,0.43,0.25,21.76,94.56,80.17,Excellent,None,Fertile
Loamy,Potato,66.45,66.81,11.68,6.22,45.82,1.05,1.39,31.49,47.86,76.05,Good,Potassium,Moderately Fertile
Alluvial,Cotton,76.16,8.76,14.33,6.91,30.08,0.82,0.32,34.1,63.33,64.0,Good,"Phosphorus, Potassium",Infertile
Loamy,Groundnut,118.82,56.12,34.86,6.15,29.71,0.91,0.11,22.12,53.14,77.68,Good,Potassium,Moderately Fertile
Black,Soybean,135.96,60.4,132.82,8.09,37.25,1.24,1.39,33.94,48.42,86.69,Excellent,None,Fertile
Sandy,Groundnut,130.44,20.92,202.11,5.91,9.52,0.47,0.29,26.5,54.76,73.02,Good,Phosphorus,Moderately Fertile
Clayey,Sugarcane,6.16,52.78,108.82,6.42,63.17,1.39,1.64,33.56,65.52,80.46,Excellent,Nitrogen,Moderately Fertile
Alluvial,Jute,68.05,56.54,234.92,7.03,39.31,1.19,1.16,22.81,44.77,90.69,Excellent,None,Fertile
Sandy,Potato,23.65,89.49,218.53,6.12,10.97,0.14,0.27,27.71,42.75,65.54,Good,Nitrogen,Moderately Fertile
Loamy,Maize,113.12,2.73,34.31,6.03,25.62,1.15,0.86,32.03,94.17,68.61,Good,"Phosphorus, Potassium",Infertile
Clayey,Rice,99.07,33.2,264.39,7.24,43.84,1.34,1.74,22.63,76.78,90.43,Excellent,None,Fertile
Black,Soybean,9.7,78.65,98.8,7.57,64.62,1.55,1.42,36.35,60.17,78.88,Good,"Nitrogen, Potassium",Infertile
Loamy,Maize,57.83,73.88,250.2,7.34,29.23,1.09,1.08,18.89,94.95,85.77,Excellent,None,Fertile
Clayey,Rice,92.45,13.86,49.13,8.19,50.35,0.82,0.73,20.56,51.65,63.04,Good,"Phosphorus, Potassium",Infertile
Loamy,Maize,96.04,32.93,77.87,6.08,31.63,0.72,0.7,31.42,44.61,75.63,Good,Potassium,Moderately Fertile
Black,Soybean,61.23,56.75,212.98,8.27,47.04,1.95,1.78,19.55,89.15,86.84,Excellent,None,Fertile
Black,Cotton,8.3,45.78,128.22,7.66,50.19,1.68,0.98,31.27,64.13,80.81,Excellent,Nitrogen,Moderately Fertile
Silty,Rice,102.52,64.11,20.24,7.17,37.92,1.1,0.45,18.53,69.14,78.95,Good,Potassium,Moderately Fertile
Sandy,Groundnut,59.2,59.95,275.65,5.54,21.7,0.44,0.22,34.78,83.89,73.57,Good,None,Fertile
Sandy,Tomato,50.5,76.35,44.58,6.68,11.46,0.32,0.22,30.83,92.88,65.65,Good,Potassium,Moderately Fertile
Loamy,Groundnut,83.78,15.14,161.61,6.19,27.2,1.01,0.87,20.08,40.38,81.5,Excellent,Phosphorus,Moderately Fertile
Black,Soybean,104.77,32.47,149.75,7.55,38.83,1.88,1.13,34.33,41.77,92.72,Excellent,None,Fertile
Clayey,Rice,66.18,4.02,110.19,8.01,71.89,0.64,1.22,32.73,48.7,60.78,Good,Phosphorus,Moderately Fertile
Loamy,Potato,70.78,31.98,107.47,6.89,46.51,1.13,1.16,33.54,53.91,84.39,Excellent,None,Fertile
Alluvial,Rice,52.73,33.14,100.32,7.46,39.73,0.62,0.95,37.65,47.3,69.79,Good,None,Fertile
Alluvial,Sugarcane,114.26,24.53,264.4,6.71,31.06,0.97,1.28,19.93,52.21,85.46,Excellent,Phosphorus,Moderately Fertile
Silty,Rice,90.06,3.89,68.7,6.06,39.41,1.12,0.58,21.81,69.36,71.7,Good,"Phosphorus, Potassium",Infertile
Clayey,Wheat,4.49,44.2,188.92,6.45,69.22,0.68,1.79,26.58,89.92,71.26,Good,Nitrogen,Moderately Fertile
Sandy,Groundnut,52.28,4.69,259.87,5.58,7.43,0.22,0.22,24.51,42.69,57.18,Moderate,Phosphorus,Moderately Fertile
Loamy,Maize,128.63,61.59,19.12,6.05,41.98,1.16,0.27,37.29,82.34,79.95,Good,Potassium,Moderately Fertile
Sandy,Groundnut,119.44,68.57,190.93,6.5,10.22,0.47,0.05,26.21,90.52,82.33,Excellent,None,Fertile
Alluvial,Cotton,124.98,66.5,195.38,7.31,25.38,0.49,1.37,23.51,58.42,79.62,Good,None,Fertile
Black,Soybean,110.03,23.53,112.02,7.32,43.15,1.55,1.46,32.32,64.2,87.53,Excellent,Phosphorus,Moderately Fertile
Sandy,Potato,57.0,10.61,35.89,6.88,22.04,0.44,0.18,35.48,47.89,57.16,Moderate,"Phosphorus, Potassium",Infertile
Alluvial,Jute,71.25,2.31,130.35,6.28,41.43,0.88,0.92,28.83,53.94,72.3,Good,Phosphorus,Moderately Fertile
Alluvial,Cotton,119.63,36.01,84.55,7.35,37.45,0.84,0.82,19.33,48.13,78.1,Good,Potassium,Moderately Fertile
Alluvial,Sugarcane,50.75,84.29,108.4,6.39,48.07,0.43,0.59,28.05,72.04,72.54,Good,None,Fertile
Black,Cotton,103.65,66.58,34.61,8.03,42.32,1.56,0.92,34.72,66.33,82.59,Excellent,Potassium,Moderately Fertile
Alluvial,Jute,52.78,38.43,16.03,7.31,32.78,1.03,0.71,32.88,50.03,71.65,Good,Potassium,Moderately Fertile
Sandy,Potato,51.36,19.92,34.57,5.67,22.51,0.39,0.23,19.01,79.03,55.12,Moderate,"Phosphorus, Potassium",Infertile
Silty,Jute,70.95,5.59,108.25,6.66,34.15,0.91,1.21,37.96,82.2,73.18,Good,Phosphorus,Moderately Fertile
Black,Wheat,57.53,70.19,197.79,7.58,39.5,1.24,0.5,36.8,60.9,87.02,Excellent,None,Fertile
Alluvial,Sugarcane,75.98,2.08,191.4,6.14,44.48,0.43,0.21,32.25,55.44,66.56,Good,Phosphorus,Moderately Fertile
Clayey,Rice,96.4,89.13,16.34,7.93,61.77,0.83,2.35,27.82,91.04,65.2,Good,Potassium,Moderately Fertile
Loamy,Maize,110.23,7.07,239.38,6.76,39.13,0.65,0.21,27.64,61.48,74.06,Good,Phosphorus,Moderately Fertile
Sandy,Potato,58.01,85.48,190.98,6.02,10.93,0.15,0.19,36.07,81.32,70.94,Good,None,Fertile
Sandy,Potato,5.75,78.23,223.58,6.98,21.63,0.33,0.07,31.56,61.83,66.22,Good,Nitrogen,Moderately Fertile
Loamy,Groundnut,63.46,5.08,67.27,6.01,30.21,0.55,1.1,37.2,76.86,59.47,Moderate,"Phosphorus, Potassium",Infertile
Sandy,Potato,36.64,35.15,239.56,5.71,5.04,0.3,0.32,20.01,86.63,66.71,Good,Nitrogen,Moderately Fertile
Alluvial,Jute,58.8,65.82,255.08,6.99,38.99,0.7,0.97,18.53,70.32,81.18,Excellent,None,Fertile
Black,Sugarcane,10.77,84.45,96.48,8.41,51.2,1.29,1.41,20.37,69.39,71.15,Good,"Nitrogen, Potassium",Infertile
Sandy,Groundnut,40.05,65.88,133.83,6.8,14.66,0.19,0.36,25.52,48.81,69.07,Good,Nitrogen,Moderately Fertile
Alluvial,Sugarcane,133.5,89.75,167.32,6.47,25.16,0.84,1.22,28.62,76.04,88.35,Excellent,None,Fertile
Alluvial,Cotton,60.36,39.01,92.67,6.94,42.09,1.2,1.21,35.07,64.54,84.6,Excellent,Potassium,Moderately Fertile
Loamy,Soybean,86.96,19.4,214.75,7.11,28.56,0.42,0.28,21.89,72.4,72.58,Good,Phosphorus,Moderately Fertile
Alluvial,Jute,135.22,87.76,23.1,7.28,32.8,0.56,0.81,30.11,71.98,69.65,Good,Potassium,Moderately Fertile
Sandy,Potato,106.0,59.69,139.8,5.58,22.73,0.4,0.27,31.16,87.19,75.66,Good,None,Fertile
Black,Cotton,65.35,55.69,231.63,8.22,63.38,1.78,0.44,29.23,62.21,89.46,Excellent,None,Fertile
Silty,Tomato,68.58,51.16,22.93,6.05,45.58,0.63,1.22,20.24,42.29,69.55,Good,Potassium,Moderately Fertile
Alluvial,Jute,57.74,17.06,208.24,7.5,39.42,1.14,0.53,32.97,63.26,78.14,Good,Phosphorus,Moderately Fertile
Alluvial,Maize,139.41,74.83,19.82,7.2,40.86,0.99,1.25,25.52,72.89,76.93,Good,Potassium,Moderately Fertile
Loamy,Maize,102.11,16.64,271.5,7.0,44.85,0.55,0.12,30.36,75.83,74.38,Good,Phosphorus,Moderately Fertile
Clayey,Sugarcane,126.08,76.56,24.65,7.27,73.86,0.72,2.02,23.13,49.94,69.39,Good,Potassium,Moderately Fertile
Loamy,Maize,81.35,44.89,227.92,7.11,45.22,0.52,0.37,19.4,49.24,81.12,Excellent,None,Fertile
Loamy,Wheat,54.96,49.84,131.04,7.05,41.96,0.42,1.19,21.16,48.47,73.89,Good,None,Fertile
Sandy,Groundnut,11.9,87.26,21.77,7.09,24.15,0.12,0.28,33.7,74.38,51.8,Moderate,"Nitrogen, Potassium",Infertile
Silty,Rice,98.3,7.44,219.36,6.15,26.36,0.61,1.04,29.22,67.53,72.06,Good,Phosphorus,Moderately Fertile
Black,Cotton,118.6,32.53,177.19,7.26,36.4,1.41,1.42,37.33,94.72,92.71,Excellent,None,Fertile
Black,Soybean,98.19,4.68,253.27,7.49,47.88,1.64,1.48,35.53,84.96,83.78,Excellent,Phosphorus,Moderately Fertile
Loamy,Tomato,108.18,59.69,259.85,7.2,29.86,0.51,0.22,21.17,49.36,80.5,Excellent,None,Fertile
Silty,Tomato,108.88,64.94,157.43,7.47,29.57,0.76,0.16,34.5,85.84,83.32,Excellent,None,Fertile
Alluvial,Maize,138.81,59.01,210.31,7.18,47.97,0.67,0.9,34.93,81.32,83.27,Excellent,None,Fertile
Clayey,Sugarcane,62.89,66.54,181.66,6.88,59.78,1.07,2.16,34.54,81.72,84.62,Excellent,None,Fertile
Silty,Rice,118.09,51.31,246.95,6.09,25.51,0.65,1.12,31.2,83.91,83.28,Excellent,None,Fertile
Alluvial,Rice,60.26,89.04,131.41,6.13,36.28,0.87,1.48,32.87,83.09,82.21,Excellent,None,Fertile
Black,Cotton,88.27,83.16,245.8,7.54,60.21,1.64,1.02,24.47,58.04,95.3,Excellent,None,Fertile
Black,Cotton,65.43,30.64,20.87,7.56,40.67,0.97,0.42,24.83,68.6,69.34,Good,Potassium,Moderately Fertile
Black,Wheat,137.32,76.61,201.06,7.59,45.2,1.15,1.69,29.97,52.36,88.08,Excellent,None,Fertile
Silty,Rice,82.07,29.78,189.3,6.32,44.35,1.06,1.11,30.95,40.89,87.86,Excellent,None,Fertile
Loamy,Potato,97.45,29.99,262.91,6.65,44.92,0.73,0.59,28.08,44.03,83.58,Excellent,None,Fertile
Alluvial,Sugarcane,3.4,87.33,237.59,6.7,43.42,0.75,1.33,22.11,66.89,74.23,Good,Nitrogen,Moderately Fertile
Black,Soybean,6.9,81.23,141.78,7.37,64.68,0.85,0.86,34.58,86.62,72.4,Good,Nitrogen,Moderately Fertile
Sandy,Tomato,42.46,74.72,262.01,6.64,13.8,0.11,0.33,25.79,63.45,70.38,Good,Nitrogen,Moderately Fertile
Sandy,Groundnut,35.58,86.29,110.33,7.0,11.34,0.26,0.16,18.74,47.59,66.4,Good,Nitrogen,Moderately Fertile
Silty,Tomato,2.85,12.73,94.25,7.14,38.95,0.65,0.69,36.43,40.99,56.23,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Clayey,Rice,88.44,34.9,69.28,6.2,48.77,1.17,1.83,19.17,41.49,81.64,Excellent,Potassium,Moderately Fertile
Black,Wheat,126.8,2.56,195.31,8.05,47.83,1.42,1.42,20.56,66.29,78.94,Good,Phosphorus,Moderately Fertile
Alluvial,Cotton,55.31,5.18,31.18,6.63,41.01,0.58,0.37,26.96,51.51,58.23,Moderate,"Phosphorus, Potassium",Infertile
Black,Soybean,133.27,5.78,55.02,7.2,50.62,0.82,1.13,24.82,42.53,65.82,Good,"Phosphorus, Potassium",Infertile
Sandy,Tomato,23.29,62.5,258.04,5.6,12.25,0.36,0.28,33.57,71.91,66.55,Good,Nitrogen,Moderately Fertile
Alluvial,Sugarcane,10.54,2.54,153.18,7.08,32.86,0.93,1.4,29.3,77.9,64.04,Good,"Nitrogen, Phosphorus",Infertile
Clayey,Sugarcane,70.07,66.53,58.62,7.34,60.7,0.79,0.8,24.79,82.52,74.69,Good,Potassium,Moderately Fertile
Loamy,Soybean,56.14,18.75,85.24,6.64,44.03,1.05,0.41,24.06,94.85,75.48,Good,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,32.57,75.62,89.18,6.63,7.89,0.2,0.36,22.78,71.2,64.87,Good,"Nitrogen, Potassium",Infertile
Silty,Rice,128.5,68.6,67.32,6.77,28.36,1.0,0.91,26.41,57.67,83.47,Excellent,Potassium,Moderately Fertile
Alluvial,Cotton,90.34,32.24,119.94,6.27,39.8,1.07,0.83,22.5,58.37,85.92,Excellent,None,Fertile
Sandy,Potato,57.73,79.15,79.78,5.92,24.51,0.26,0.39,25.0,78.94,65.98,Good,Potassium,Moderately Fertile
Loamy,Potato,119.6,56.54,139.41,6.27,32.51,0.81,0.52,21.62,72.69,85.91,Excellent,None,Fertile
Loamy,Soybean,51.03,79.51,234.72,6.35,42.62,0.68,0.93,30.79,84.62,80.26,Excellent,None,Fertile
Silty,Jute,7.39,78.69,46.54,6.5,46.29,0.8,1.09,24.94,49.43,66.54,Good,"Nitrogen, Potassium",Infertile
Black,Soybean,75.93,67.28,250.69,8.08,46.49,1.37,0.96,29.82,61.38,89.76,Excellent,None,Fertile
Alluvial,Jute,106.66,87.39,110.49,7.1,28.77,0.44,0.37,33.73,46.63,76.32,Good,None,Fertile
Clayey,Rice,136.12,81.22,169.05,7.82,74.44,1.34,1.21,29.54,45.86,91.23,Excellent,None,Fertile
Alluvial,Jute,78.81,30.12,264.45,6.83,38.69,0.68,0.54,18.8,63.99,81.69,Excellent,None,Fertile
Loamy,Tomato,124.29,11.47,272.6,6.94,28.14,1.2,1.46,27.13,90.03,83.79,Excellent,Phosphorus,Moderately Fertile
Sandy,Potato,8.84,8.55,59.84,6.7,8.42,0.38,0.15,30.59,61.59,50.48,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Silty,Jute,70.81,74.75,30.34,6.37,48.79,1.12,1.35,36.85,89.35,80.35,Excellent,Potassium,Moderately Fertile
Black,Cotton,126.24,50.95,255.01,7.88,60.62,1.91,1.2,18.69,59.73,93.6,Excellent,None,Fertile
Black,Cotton,90.05,68.28,137.08,8.08,44.05,1.18,1.43,26.69,75.51,86.12,Excellent,None,Fertile
Loamy,Maize,114.56,63.23,94.71,7.26,39.04,0.65,0.47,37.4,44.47,77.62,Good,Potassium,Moderately Fertile
Clayey,Sugarcane,114.55,50.39,120.45,6.07,63.19,1.09,0.87,23.69,85.27,87.89,Excellent,None,Fertile
Silty,Jute,98.43,66.96,77.06,7.05,49.64,0.88,0.17,30.12,69.66,80.93,Excellent,Potassium,Moderately Fertile
Sandy,Potato,17.27,86.25,152.84,5.96,12.33,0.22,0.25,27.45,46.94,65.01,Good,Nitrogen,Moderately Fertile
Black,Soybean,6.43,3.84,174.87,7.51,40.37,1.23,1.61,24.58,75.29,65.97,Good,"Nitrogen, Phosphorus",Infertile
Loamy,Tomato,94.51,69.18,15.19,7.36,43.3,0.72,0.64,31.15,59.2,71.22,Good,Potassium,Moderately Fertile
Alluvial,Maize,75.12,54.79,33.84,6.34,48.73,0.4,0.11,27.3,55.88,69.23,Good,Potassium,Moderately Fertile
Loamy,Groundnut,85.4,41.71,273.2,6.38,30.13,0.91,0.24,31.51,42.04,89.07,Excellent,None,Fertile
Sandy,Potato,117.57,9.55,83.86,6.46,22.13,0.48,0.26,27.67,64.61,66.27,Good,"Phosphorus, Potassium",Infertile
Alluvial,Rice,3.27,23.4,265.44,7.13,46.73,0.44,0.55,19.07,63.85,61.36,Good,"Nitrogen, Phosphorus",Infertile
Silty,Tomato,119.47,72.17,194.18,6.86,27.49,1.19,1.26,21.48,79.62,93.53,Excellent,None,Fertile
Alluvial,Rice,78.42,50.25,176.12,6.57,40.68,0.86,1.28,22.41,77.53,88.92,Excellent,None,Fertile
Alluvial,Sugarcane,70.08,81.75,30.81,6.72,47.1,1.1,0.37,22.37,62.5,80.49,Excellent,Potassium,Moderately Fertile
Loamy,Soybean,72.15,56.85,274.41,6.39,29.35,1.14,0.68,37.48,93.99,91.64,Excellent,None,Fertile
Sandy,Tomato,54.82,26.16,105.66,7.01,15.4,0.13,0.11,34.6,51.23,62.37,Good,None,Fertile
Alluvial,Rice,61.61,23.76,12.48,6.36,45.27,0.42,0.57,26.52,68.51,60.1,Good,"Phosphorus, Potassium",Infertile
Alluvial,Sugarcane,121.67,40.55,55.03,6.73,30.31,0.58,0.37,32.8,73.54,75.57,Good,Potassium,Moderately Fertile
Sandy,Potato,33.99,23.96,230.76,6.09,8.17,0.27,0.12,25.52,89.31,63.94,Good,"Nitrogen, Phosphorus",Infertile
Silty,Jute,114.52,77.89,210.49,6.17,36.71,0.82,0.35,36.26,88.95,86.52,Excellent,None,Fertile
Silty,Jute,66.02,4.48,278.96,6.38,34.15,0.46,0.37,28.75,73.16,67.4,Good,Phosphorus,Moderately Fertile
Sandy,Potato,139.95,19.71,233.76,6.25,5.22,0.42,0.09,33.98,64.48,73.49,Good,Phosphorus,Moderately Fertile
Clayey,Wheat,50.42,10.5,235.07,6.68,50.37,1.14,0.58,33.0,80.93,78.84,Good,Phosphorus,Moderately Fertile
Loamy,Potato,136.62,49.51,131.78,7.02,39.06,0.96,0.47,22.65,59.59,87.28,Excellent,None,Fertile
Silty,Jute,5.56,48.79,14.19,7.24,49.01,0.88,1.13,30.49,92.46,61.99,Good,"Nitrogen, Potassium",Infertile
Sandy,Groundnut,125.17,71.83,150.89,6.82,20.28,0.4,0.32,32.91,72.87,80.57,Excellent,None,Fertile
Black,Wheat,53.02,48.69,43.87,8.31,44.48,1.28,0.64,28.73,65.5,73.85,Good,Potassium,Moderately Fertile
Sandy,Potato,45.98,42.14,51.25,6.52,21.45,0.39,0.32,26.33,49.54,66.65,Good,"Nitrogen, Potassium",Infertile
Sandy,Groundnut,129.68,62.28,163.04,6.1,6.96,0.45,0.2,24.54,56.09,80.0,Excellent,None,Fertile
Silty,Jute,139.49,46.87,163.74,6.77,45.45,0.95,1.49,22.18,48.22,89.98,Excellent,None,Fertile
Loamy,Tomato,50.38,56.56,161.6,6.45,48.79,1.04,0.35,21.28,58.66,86.65,Excellent,None,Fertile
Loamy,Maize,107.61,58.65,91.53,6.62,48.02,0.43,0.47,21.86,64.06,76.87,Good,Potassium,Moderately Fertile
Alluvial,Rice,54.34,65.63,254.2,7.15,42.63,0.58,1.1,22.33,46.36,77.64,Good,None,Fertile
Loamy,Potato,95.44,17.12,16.09,6.09,35.34,0.97,0.21,31.08,81.45,69.09,Good,"Phosphorus, Potassium",Infertile
Loamy,Soybean,127.49,54.36,21.19,7.33,34.93,0.51,1.01,31.93,73.49,68.4,Good,Potassium,Moderately Fertile
Clayey,Wheat,72.62,18.4,61.75,7.9,71.92,0.63,1.35,26.1,63.57,62.73,Good,"Phosphorus, Potassium",Infertile
Silty,Jute,101.32,31.89,258.75,7.49,46.61,0.91,1.42,34.88,44.65,83.01,Excellent,None,Fertile
Clayey,Sugarcane,73.05,37.02,107.27,6.81,45.39,0.77,1.88,28.88,47.33,78.55,Good,None,Fertile
Loamy,Potato,10.05,78.96,118.9,6.26,27.5,1.15,1.41,21.19,83.91,78.04,Good,Nitrogen,Moderately Fertile
